"number","rating"
18062,NA
18063,NA
18064,"BB+"
18065,"BB+"
18066,"BB+"
18067,"BBB-"
18068,"BBB-"
18069,"BBB-"
18070,NA
18071,NA
18072,NA
18073,NA
18074,NA
18075,NA
18076,NA
18077,NA
18078,NA
18079,NA
18080,NA
18081,NA
18082,NA
18083,NA
18084,NA
18085,NA
18086,NA
18087,NA
18088,NA
18089,NA
18090,NA
18091,NA
18092,NA
18093,NA
18094,NA
18095,NA
18096,NA
18097,NA
18098,NA
18099,NA
18100,NA
18101,"AA+"
18102,NA
18103,"AA+"
18104,"AA+"
18105,NA
18106,NA
18107,NA
18108,NA
18109,NA
18110,NA
18111,NA
18112,NA
18113,NA
18114,NA
18115,NA
18116,NA
18117,NA
18118,NA
18119,"A-"
18120,NA
18121,NA
18122,NA
18123,NA
18124,NA
18125,NA
18126,NA
18127,NA
18128,NA
18129,NA
18130,NA
18131,NA
18132,NA
18133,"A+"
18134,"A+"
18135,"A+"
18136,"A+"
18137,"A+"
18138,"A+"
18139,NA
18140,NA
18141,NA
18142,NA
18143,NA
18144,NA
18145,NA
18146,NA
18147,NA
18148,NA
18149,NA
18150,NA
18151,NA
18152,NA
18153,NA
18154,NA
18155,NA
18156,NA
18157,NA
18158,NA
18159,NA
18160,NA
18161,NA
18162,NA
18163,NA
18164,NA
18165,NA
18166,NA
18167,NA
18168,NA
18169,NA
18170,NA
18171,NA
18172,NA
18173,NA
18174,NA
18175,NA
18176,NA
18177,NA
18178,NA
18179,NA
18180,NA
18181,NA
18182,NA
18183,NA
18184,NA
18185,"A-"
18186,"A-"
18187,"A-"
18188,"A-"
18189,"A-"
18190,"A-"
18191,"A-"
18192,"A-"
18193,"A-"
18194,"A-"
18195,"A-"
18196,"A-"
18197,NA
18198,NA
18199,NA
18200,NA
18201,NA
18202,NA
18203,NA
18204,NA
18205,NA
18206,NA
18207,NA
18208,NA
18209,NA
18210,NA
18211,NA
18212,NA
18213,NA
18214,NA
18215,NA
18216,NA
18217,NA
18218,NA
18219,NA
18220,NA
18221,NA
18222,NA
18223,NA
18224,NA
18225,NA
18226,NA
18227,NA
18228,NA
18229,NA
18230,NA
18231,NA
18232,NA
18233,NA
18234,NA
18235,NA
18236,NA
18237,NA
18238,NA
18239,NA
18240,NA
18241,NA
18242,NA
18243,NA
18244,NA
18245,NA
18246,NA
18247,NA
18248,NA
18249,NA
18250,NA
18251,NA
18252,NA
18253,NA
18254,NA
18255,NA
18256,NA
18257,NA
18258,NA
18259,NA
18260,NA
18261,NA
18262,NA
18263,NA
18264,NA
18265,NA
18266,NA
18267,"A-"
18268,NA
18269,NA
18270,NA
18271,NA
18272,NA
18273,NA
18274,NA
18275,NA
18276,NA
18277,NA
18278,NA
18279,NA
18280,NA
18281,NA
18282,NA
18283,NA
18284,NA
18285,NA
18286,NA
18287,NA
18288,NA
18289,NA
18290,NA
18291,NA
18292,NA
18293,NA
18294,NA
18295,NA
18296,NA
18297,NA
18298,NA
18299,NA
18300,NA
18301,NA
18302,NA
18303,NA
18304,NA
18305,NA
18306,NA
18307,NA
18308,NA
18309,NA
18310,NA
18311,NA
18312,NA
18313,NA
18314,NA
18315,NA
18316,NA
18317,NA
18318,NA
18319,NA
18320,NA
18321,NA
18322,NA
18323,NA
18324,NA
18325,NA
18326,NA
18327,NA
18328,NA
18329,NA
18330,NA
18331,NA
18332,NA
18333,NA
18334,NA
18335,NA
18336,NA
18337,NA
18338,NA
18339,NA
18340,NA
18341,NA
18342,NA
18343,NA
18344,NA
18345,NA
18346,NA
18347,NA
18348,NA
18349,NA
18350,NA
18351,NA
18352,NA
18353,NA
18354,NA
18355,NA
18356,NA
18357,NA
18358,NA
18359,NA
18360,NA
18361,NA
18362,NA
18363,NA
18364,NA
18365,NA
18366,NA
18367,NA
18368,NA
18369,NA
18370,NA
18371,NA
18372,NA
18373,NA
18374,NA
18375,NA
18376,NA
18377,NA
18378,NA
18379,NA
18380,NA
18381,NA
18382,NA
18383,NA
18384,NA
18385,NA
18386,NA
18387,NA
18388,NA
18389,NA
18390,NA
18391,NA
18392,NA
18393,NA
18394,NA
18395,NA
18396,NA
18397,NA
18398,NA
18399,NA
18400,NA
18401,NA
18402,NA
18403,NA
18404,NA
18405,NA
18406,NA
18407,NA
18408,NA
18409,NA
18410,NA
18411,NA
18412,NA
18413,NA
18414,NA
18415,NA
18416,NA
18417,NA
18418,NA
18419,NA
18420,NA
18421,NA
18422,NA
18423,NA
18424,NA
18425,NA
18426,NA
18427,NA
18428,NA
18429,NA
18430,NA
18431,NA
18432,NA
18433,NA
18434,NA
18435,NA
18436,NA
18437,NA
18438,NA
18439,NA
18440,NA
18441,NA
18442,NA
18443,NA
18444,NA
18445,NA
18446,NA
18447,NA
18448,NA
18449,NA
18450,NA
18451,NA
18452,NA
18453,NA
18454,NA
18455,"A"
18456,"A"
18457,NA
18458,NA
18459,NA
18460,NA
18461,NA
18462,NA
18463,NA
18464,NA
18465,NA
18466,NA
18467,NA
18468,NA
18469,NA
18470,NA
18471,NA
18472,NA
18473,NA
18474,NA
18475,NA
18476,NA
18477,NA
18478,NA
18479,NA
18480,NA
18481,NA
18482,NA
18483,NA
18484,NA
18485,NA
18486,NA
18487,NA
18488,NA
18489,NA
18490,NA
18491,NA
18492,NA
18493,NA
18494,NA
18495,NA
18496,NA
18497,NA
18498,NA
18499,NA
18500,NA
18501,NA
18502,NA
18503,NA
18504,NA
18505,NA
18506,"BB+"
18507,NA
18508,NA
18509,NA
18510,NA
18511,NA
18512,NA
18513,NA
18514,NA
18515,NA
18516,NA
18517,NA
18518,NA
18519,NA
18520,NA
18521,NA
18522,NA
18523,NA
18524,NA
18525,NA
18526,NA
18527,NA
18528,NA
18529,NA
18530,NA
18531,NA
18532,NA
18533,NA
18534,NA
18535,NA
18536,NA
18537,NA
18538,NA
18539,NA
18540,NA
18541,NA
18542,NA
18543,NA
18544,NA
18545,NA
18546,NA
18547,NA
18548,NA
18549,NA
18550,NA
18551,NA
18552,NA
18553,NA
18554,NA
18555,NA
18556,NA
18557,NA
18558,NA
18559,NA
18560,NA
18561,NA
18562,NA
18563,NA
18564,NA
18565,NA
18566,NA
18567,NA
18568,NA
18569,NA
18570,NA
18571,NA
18572,NA
18573,NA
18574,NA
18575,"AA+"
18576,"AA+"
18577,"AA+"
18578,"AA+"
18579,"AA+"
18580,"AA+"
18581,"AA+"
18582,"AA+"
18583,"AA+"
18584,"AA+"
18585,"AA+"
18586,"AA+"
18587,NA
18588,NA
18589,NA
18590,NA
18591,NA
18592,NA
18593,NA
18594,NA
18595,NA
18596,NA
18597,NA
18598,NA
18599,NA
18600,NA
18601,NA
18602,NA
18603,NA
18604,NA
18605,NA
18606,NA
18607,NA
18608,NA
18609,NA
18610,NA
18611,NA
18612,NA
18613,NA
18614,NA
18615,NA
18616,NA
18617,NA
18618,NA
18619,NA
18620,NA
18621,NA
18622,NA
18623,NA
18624,NA
18625,NA
18626,NA
18627,NA
18628,NA
18629,NA
18630,NA
18631,NA
18632,NA
18633,NA
18634,NA
18635,NA
18636,NA
18637,NA
18638,NA
18639,NA
18640,NA
18641,NA
18642,NA
18643,NA
18644,NA
18645,NA
18646,NA
18647,NA
18648,NA
18649,NA
18650,NA
18651,NA
18652,NA
18653,NA
18654,NA
18655,NA
18656,NA
18657,NA
18658,NA
18659,NA
18660,NA
18661,NA
18662,NA
18663,NA
18664,NA
18665,NA
18666,NA
18667,NA
18668,NA
18669,NA
18670,NA
18671,NA
18672,NA
18673,NA
18674,NA
18675,NA
18676,NA
18677,NA
18678,NA
18679,NA
18680,NA
18681,NA
18682,NA
18683,NA
18684,NA
18685,NA
18686,NA
18687,NA
18688,NA
18689,NA
18690,NA
18691,NA
18692,NA
18693,NA
18694,NA
18695,NA
18696,NA
18697,NA
18698,NA
18699,NA
18700,NA
18701,NA
18702,NA
18703,NA
18704,NA
18705,NA
18706,NA
18707,NA
18708,NA
18709,NA
18710,NA
18711,NA
18712,NA
18713,NA
18714,NA
18715,NA
18716,NA
18717,NA
18718,NA
18719,NA
18720,NA
18721,NA
18722,NA
18723,NA
18724,NA
18725,NA
18726,NA
18727,NA
18728,NA
18729,NA
18730,NA
18731,NA
18732,NA
18733,NA
18734,NA
18735,NA
18736,NA
18737,NA
18738,NA
18739,NA
18740,NA
18741,NA
18742,NA
18743,NA
18744,NA
18745,NA
18746,"AA"
18747,"AA"
18748,"AA"
18749,NA
18750,"AA"
18751,"AA"
18752,"AA"
18753,"AA"
18754,"AA"
18755,"AA"
18756,"AA"
18757,"AA"
18758,"AA"
18759,"AA"
18760,"AA"
18761,"AA"
18762,"AA"
18763,"AA"
18764,"AA"
18765,"AA"
18766,NA
18767,NA
18768,NA
18769,NA
18770,NA
18771,NA
18772,NA
18773,NA
18774,NA
18775,NA
18776,NA
18777,NA
18778,NA
18779,NA
18780,NA
18781,NA
18782,NA
18783,NA
18784,NA
18785,NA
18786,NA
18787,NA
18788,NA
18789,NA
18790,NA
18791,NA
18792,NA
18793,NA
18794,NA
18795,NA
18796,NA
18797,NA
18798,NA
18799,NA
18800,NA
18801,NA
18802,NA
18803,NA
18804,NA
18805,NA
18806,NA
18807,NA
18808,NA
18809,NA
18810,NA
18811,NA
18812,NA
18813,NA
18814,NA
18815,NA
18816,NA
18817,NA
18818,NA
18819,NA
18820,NA
18821,NA
18822,NA
18823,NA
18824,NA
18825,NA
18826,NA
18827,NA
18828,NA
18829,NA
18830,NA
18831,NA
18832,NA
18833,NA
18834,NA
18835,NA
18836,NA
18837,NA
18838,NA
18839,NA
18840,NA
18841,NA
18842,NA
18843,NA
18844,NA
18845,NA
18846,NA
18847,NA
18848,NA
18849,NA
18850,NA
18851,NA
18852,NA
18853,NA
18854,NA
18855,NA
18856,NA
18857,NA
18858,NA
18859,NA
18860,NA
18861,NA
18862,NA
18863,NA
18864,NA
18865,NA
18866,NA
18867,NA
18868,NA
18869,NA
18870,NA
18871,NA
18872,NA
18873,NA
18874,NA
18875,NA
18876,NA
18877,NA
18878,NA
18879,NA
18880,NA
18881,NA
18882,NA
18883,NA
18884,NA
18885,NA
18886,NA
18887,NA
18888,NA
18889,NA
18890,NA
18891,NA
18892,NA
18893,NA
18894,NA
18895,NA
18896,NA
18897,NA
18898,NA
18899,NA
18900,NA
18901,NA
18902,NA
18903,NA
18904,NA
18905,NA
18906,NA
18907,NA
18908,NA
18909,NA
18910,NA
18911,NA
18912,NA
18913,NA
18914,NA
18915,NA
18916,NA
18917,NA
18918,NA
18919,NA
18920,NA
18921,NA
18922,NA
18923,NA
18924,NA
18925,NA
18926,NA
18927,NA
18928,NA
18929,NA
18930,NA
18931,NA
18932,NA
18933,NA
18934,NA
18935,NA
18936,NA
18937,NA
18938,NA
18939,NA
18940,NA
18941,NA
18942,NA
18943,NA
18944,NA
18945,NA
18946,NA
18947,NA
18948,NA
18949,NA
18950,NA
18951,NA
18952,NA
18953,NA
18954,NA
18955,NA
18956,NA
18957,NA
18958,NA
18959,NA
18960,NA
18961,NA
18962,NA
18963,NA
18964,NA
18965,NA
18966,NA
18967,NA
18968,NA
18969,NA
18970,NA
18971,NA
18972,NA
18973,NA
18974,NA
18975,NA
18976,NA
18977,NA
18978,NA
18979,NA
18980,NA
18981,NA
18982,NA
18983,NA
18984,NA
18985,NA
18986,NA
18987,NA
18988,NA
18989,NA
18990,NA
18991,NA
18992,NA
18993,NA
18994,NA
18995,NA
18996,NA
18997,NA
18998,NA
18999,NA
19000,NA
19001,NA
19002,NA
19003,NA
19004,NA
19005,NA
19006,NA
19007,NA
19008,NA
19009,NA
19010,NA
19011,NA
19012,NA
19013,NA
19014,NA
19015,NA
19016,NA
19017,NA
19018,NA
19019,NA
19020,NA
19021,NA
19022,NA
19023,NA
19024,NA
19025,NA
19026,NA
19027,NA
19028,NA
19029,NA
19030,NA
19031,NA
19032,NA
19033,NA
19034,NA
19035,NA
19036,NA
19037,NA
19038,NA
19039,NA
19040,NA
19041,NA
19042,NA
19043,NA
19044,NA
19045,NA
19046,NA
19047,NA
19048,NA
19049,NA
19050,NA
19051,NA
19052,NA
19053,NA
19054,NA
19055,NA
19056,NA
19057,NA
19058,NA
19059,NA
19060,NA
19061,NA
19062,NA
19063,NA
19064,NA
19065,NA
19066,NA
19067,NA
19068,NA
19069,NA
19070,NA
19071,NA
19072,NA
19073,NA
19074,NA
19075,NA
19076,NA
19077,NA
19078,NA
19079,NA
19080,NA
19081,NA
19082,NA
19083,NA
19084,NA
19085,NA
19086,NA
19087,NA
19088,NA
19089,NA
19090,NA
19091,NA
19092,NA
19093,NA
19094,NA
19095,NA
19096,NA
19097,NA
19098,NA
19099,NA
19100,NA
19101,NA
19102,NA
19103,NA
19104,NA
19105,NA
19106,NA
19107,NA
19108,NA
19109,NA
19110,NA
19111,NA
19112,NA
19113,NA
19114,NA
19115,NA
19116,NA
19117,NA
19118,NA
19119,NA
19120,NA
19121,NA
19122,NA
19123,NA
19124,NA
19125,NA
19126,NA
19127,NA
19128,NA
19129,NA
19130,NA
19131,NA
19132,NA
19133,NA
19134,NA
19135,NA
19136,NA
19137,NA
19138,NA
19139,NA
19140,NA
19141,NA
19142,NA
19143,NA
19144,NA
19145,NA
19146,NA
19147,NA
19148,NA
19149,NA
19150,NA
19151,NA
19152,NA
19153,NA
19154,NA
19155,NA
19156,NA
19157,NA
19158,NA
19159,NA
19160,NA
19161,NA
19162,NA
19163,NA
19164,NA
19165,NA
19166,NA
19167,NA
19168,NA
19169,NA
19170,NA
19171,NA
19172,NA
19173,NA
19174,NA
19175,NA
19176,NA
19177,NA
19178,NA
19179,NA
19180,NA
19181,NA
19182,NA
19183,NA
19184,NA
19185,"AA"
19186,"AA"
19187,"AA"
19188,"AA"
19189,"AA"
19190,"AA"
19191,"AA"
19192,"AA"
19193,"AA"
19194,"AA"
19195,"AA"
19196,"AA+"
19197,"AA+"
19198,"AA+"
19199,"AA+"
19200,"AA+"
19201,"AA+"
19202,"AA+"
19203,"AA+"
19204,"AA+"
19205,"AA+"
19206,"AA+"
19207,"AA+"
19208,NA
19209,NA
19210,NA
19211,NA
19212,"AA"
19213,"AA"
19214,"AA"
19215,"AA"
19216,"AA"
19217,"AA"
19218,"AA"
19219,"AA"
19220,"AA"
19221,"AA"
19222,"AA"
19223,"AA"
19224,"AA"
19225,"AA"
19226,"AA"
19227,"AA"
19228,"AA"
19229,NA
19230,NA
19231,NA
19232,NA
19233,NA
19234,NA
19235,NA
19236,NA
19237,NA
19238,NA
19239,NA
19240,NA
19241,NA
19242,NA
19243,NA
19244,NA
19245,NA
19246,NA
19247,NA
19248,NA
19249,NA
19250,NA
19251,NA
19252,NA
19253,NA
19254,NA
19255,NA
19256,NA
19257,NA
19258,NA
19259,NA
19260,NA
19261,NA
19262,"A"
19263,NA
19264,NA
19265,NA
19266,NA
19267,NA
19268,NA
19269,NA
19270,NA
19271,NA
19272,NA
19273,NA
19274,NA
19275,NA
19276,NA
19277,NA
19278,NA
19279,NA
19280,NA
19281,NA
19282,NA
19283,NA
19284,NA
19285,NA
19286,NA
19287,"BBB"
19288,"BBB"
19289,NA
19290,NA
19291,NA
19292,NA
19293,NA
19294,NA
19295,NA
19296,NA
19297,NA
19298,NA
19299,NA
19300,NA
19301,NA
19302,NA
19303,NA
19304,NA
19305,NA
19306,NA
19307,NA
19308,NA
19309,NA
19310,NA
19311,NA
19312,"BBB"
19313,"BBB"
19314,"BBB"
19315,"BBB"
19316,NA
19317,"BBB"
19318,NA
19319,NA
19320,NA
19321,NA
19322,NA
19323,NA
19324,NA
19325,NA
19326,NA
19327,NA
19328,"AA"
19329,"AA"
19330,"AA"
19331,"AA"
19332,"AA"
19333,"AA"
19334,"AA"
19335,"AA"
19336,NA
19337,NA
19338,NA
19339,NA
19340,NA
19341,NA
19342,"AA"
19343,"AA"
19344,"AA"
19345,"AA"
19346,"AA"
19347,"AA"
19348,"AA"
19349,"AA"
19350,"AA"
19351,"AA"
19352,"AA"
19353,"AA"
19354,"AA"
19355,"AA"
19356,"AA"
19357,"AA"
19358,"AA"
19359,"AA"
19360,NA
19361,NA
19362,"AA"
19363,"AA"
19364,"AA"
19365,"AA"
19366,"AA"
19367,"AA"
19368,"AA"
19369,"AA"
19370,"AA"
19371,"AA"
19372,"AA"
19373,NA
19374,NA
19375,NA
19376,NA
19377,NA
19378,NA
19379,NA
19380,NA
19381,NA
19382,NA
19383,NA
19384,NA
19385,NA
19386,NA
19387,NA
19388,NA
19389,NA
19390,NA
19391,NA
19392,NA
19393,NA
19394,NA
19395,NA
19396,NA
19397,NA
19398,NA
19399,NA
19400,NA
19401,NA
19402,NA
19403,NA
19404,NA
19405,NA
19406,NA
19407,NA
19408,NA
19409,NA
19410,NA
19411,NA
19412,NA
19413,NA
19414,NA
19415,NA
19416,NA
19417,NA
19418,NA
19419,NA
19420,NA
19421,NA
19422,NA
19423,NA
19424,NA
19425,NA
19426,NA
19427,NA
19428,NA
19429,NA
19430,NA
19431,NA
19432,NA
19433,NA
19434,NA
19435,NA
19436,NA
19437,NA
19438,NA
19439,NA
19440,NA
19441,NA
19442,NA
19443,NA
19444,NA
19445,NA
19446,NA
19447,NA
19448,NA
19449,NA
19450,NA
19451,NA
19452,NA
19453,NA
19454,NA
19455,NA
19456,NA
19457,NA
19458,NA
19459,NA
19460,NA
19461,NA
19462,NA
19463,NA
19464,NA
19465,NA
19466,NA
19467,NA
19468,NA
19469,NA
19470,NA
19471,NA
19472,NA
19473,NA
19474,NA
19475,NA
19476,NA
19477,NA
19478,NA
19479,NA
19480,NA
19481,NA
19482,NA
19483,NA
19484,NA
19485,NA
19486,NA
19487,NA
19488,NA
19489,NA
19490,NA
19491,NA
19492,NA
19493,NA
19494,NA
19495,NA
19496,NA
19497,"B+"
19498,NA
19499,NA
19500,NA
19501,NA
19502,NA
19503,NA
19504,NA
19505,NA
19506,NA
19507,NA
19508,NA
19509,NA
19510,NA
19511,NA
19512,NA
19513,NA
19514,NA
19515,NA
19516,NA
19517,NA
19518,NA
19519,NA
19520,NA
19521,NA
19522,NA
19523,NA
19524,NA
19525,NA
19526,NA
19527,NA
19528,NA
19529,NA
19530,NA
19531,NA
19532,NA
19533,NA
19534,NA
19535,NA
19536,NA
19537,NA
19538,NA
19539,NA
19540,NA
19541,NA
19542,NA
19543,NA
19544,NA
19545,NA
19546,NA
19547,NA
19548,NA
19549,NA
19550,NA
19551,NA
19552,NA
19553,NA
19554,NA
19555,NA
19556,NA
19557,NA
19558,NA
19559,NA
19560,NA
19561,NA
19562,NA
19563,NA
19564,NA
19565,NA
19566,NA
19567,NA
19568,NA
19569,NA
19570,NA
19571,NA
19572,NA
19573,NA
19574,NA
19575,NA
19576,NA
19577,NA
19578,NA
19579,NA
19580,NA
19581,NA
19582,NA
19583,NA
19584,NA
19585,NA
19586,NA
19587,NA
19588,NA
19589,NA
19590,NA
19591,NA
19592,NA
19593,NA
19594,NA
19595,NA
19596,NA
19597,NA
19598,NA
19599,NA
19600,NA
19601,NA
19602,NA
19603,NA
19604,NA
19605,NA
19606,NA
19607,NA
19608,NA
19609,NA
19610,NA
19611,NA
19612,NA
19613,NA
19614,NA
19615,NA
19616,NA
19617,NA
19618,NA
19619,NA
19620,NA
19621,NA
19622,NA
19623,NA
19624,NA
19625,NA
19626,NA
19627,NA
19628,NA
19629,NA
19630,NA
19631,NA
19632,NA
19633,NA
19634,NA
19635,NA
19636,NA
19637,NA
19638,NA
19639,NA
19640,NA
19641,NA
19642,NA
19643,NA
19644,NA
19645,NA
19646,NA
19647,NA
19648,NA
19649,NA
19650,NA
19651,NA
19652,NA
19653,NA
19654,NA
19655,NA
19656,NA
19657,NA
19658,NA
19659,NA
19660,NA
19661,NA
19662,NA
19663,NA
19664,NA
19665,NA
19666,NA
19667,NA
19668,NA
19669,NA
19670,NA
19671,NA
19672,NA
19673,NA
19674,NA
19675,NA
19676,NA
19677,NA
19678,NA
19679,NA
19680,NA
19681,NA
19682,NA
19683,NA
19684,NA
19685,NA
19686,NA
19687,NA
19688,NA
19689,NA
19690,NA
19691,NA
19692,NA
19693,NA
19694,NA
19695,NA
19696,NA
19697,NA
19698,NA
19699,NA
19700,NA
19701,NA
19702,NA
19703,NA
19704,NA
19705,NA
19706,NA
19707,NA
19708,NA
19709,NA
19710,NA
19711,NA
19712,NA
19713,NA
19714,NA
19715,NA
19716,NA
19717,NA
19718,NA
19719,NA
19720,NA
19721,NA
19722,NA
19723,NA
19724,NA
19725,NA
19726,NA
19727,NA
19728,NA
19729,NA
19730,NA
19731,NA
19732,NA
19733,NA
19734,NA
19735,NA
19736,NA
19737,NA
19738,NA
19739,NA
19740,NA
19741,NA
19742,NA
19743,NA
19744,NA
19745,NA
19746,NA
19747,NA
19748,NA
19749,NA
19750,NA
19751,NA
19752,NA
19753,NA
19754,NA
19755,NA
19756,NA
19757,NA
19758,NA
19759,NA
19760,NA
19761,NA
19762,NA
19763,NA
19764,NA
19765,NA
19766,"A-"
19767,NA
19768,NA
19769,NA
19770,NA
19771,NA
19772,NA
19773,NA
19774,NA
19775,NA
19776,NA
19777,NA
19778,NA
19779,NA
19780,NA
19781,NA
19782,NA
19783,NA
19784,NA
19785,NA
19786,NA
19787,NA
19788,NA
19789,NA
19790,NA
19791,NA
19792,NA
19793,NA
19794,NA
19795,NA
19796,NA
19797,NA
19798,NA
19799,NA
19800,NA
19801,NA
19802,NA
19803,NA
19804,NA
19805,NA
19806,NA
19807,NA
19808,NA
19809,NA
19810,NA
19811,NA
19812,NA
19813,NA
19814,NA
19815,NA
19816,NA
19817,NA
19818,NA
19819,NA
19820,NA
19821,NA
19822,NA
19823,NA
19824,NA
19825,NA
19826,NA
19827,NA
19828,NA
19829,NA
19830,NA
19831,NA
19832,NA
19833,NA
19834,NA
19835,NA
19836,NA
19837,NA
19838,NA
19839,NA
19840,NA
19841,NA
19842,NA
19843,NA
19844,NA
19845,NA
19846,NA
19847,NA
19848,NA
19849,NA
19850,NA
19851,NA
19852,NA
19853,NA
19854,NA
19855,NA
19856,NA
19857,NA
19858,NA
19859,NA
19860,NA
19861,NA
19862,NA
19863,NA
19864,NA
19865,NA
19866,NA
19867,NA
19868,NA
19869,NA
19870,NA
19871,NA
19872,NA
19873,NA
19874,NA
19875,NA
19876,NA
19877,NA
19878,NA
19879,NA
19880,NA
19881,NA
19882,NA
19883,NA
19884,NA
19885,NA
19886,NA
19887,NA
19888,NA
19889,NA
19890,NA
19891,NA
19892,NA
19893,NA
19894,NA
19895,NA
19896,NA
19897,NA
19898,NA
19899,NA
19900,NA
19901,NA
19902,NA
19903,NA
19904,NA
19905,NA
19906,NA
19907,NA
19908,NA
19909,NA
19910,NA
19911,NA
19912,NA
19913,NA
19914,NA
19915,NA
19916,NA
19917,NA
19918,NA
19919,NA
19920,NA
19921,NA
19922,NA
19923,NA
19924,NA
19925,NA
19926,NA
19927,NA
19928,NA
19929,NA
19930,NA
19931,NA
19932,NA
19933,NA
19934,NA
19935,NA
19936,NA
19937,NA
19938,NA
19939,NA
19940,NA
19941,NA
19942,NA
19943,NA
19944,NA
19945,NA
19946,NA
19947,NA
19948,NA
19949,NA
19950,NA
19951,NA
19952,NA
19953,NA
19954,NA
19955,NA
19956,NA
19957,NA
19958,NA
19959,NA
19960,NA
19961,NA
19962,NA
19963,NA
19964,NA
19965,NA
19966,NA
19967,NA
19968,NA
19969,NA
19970,NA
19971,NA
19972,NA
19973,NA
19974,NA
19975,NA
19976,NA
19977,NA
19978,NA
19979,NA
19980,NA
19981,NA
19982,NA
19983,NA
19984,NA
19985,NA
19986,NA
19987,NA
19988,NA
19989,NA
19990,NA
19991,NA
19992,NA
19993,NA
19994,NA
19995,"CCC"
19996,"CCC"
19997,"CCC"
19998,"CCC"
19999,"CCC"
20000,NA
20001,NA
20002,NA
20003,NA
20004,NA
20005,NA
20006,NA
20007,NA
20008,NA
20009,NA
20010,NA
20011,NA
20012,NA
20013,NA
20014,NA
20015,NA
20016,NA
20017,NA
20018,NA
20019,NA
20020,NA
20021,NA
20022,NA
20023,NA
20024,NA
20025,NA
20026,NA
20027,NA
20028,NA
20029,NA
20030,NA
20031,NA
20032,NA
20033,NA
20034,NA
20035,NA
20036,NA
20037,NA
20038,NA
20039,NA
20040,NA
20041,NA
20042,NA
20043,NA
20044,NA
20045,NA
20046,NA
20047,NA
20048,NA
20049,NA
20050,NA
20051,NA
20052,NA
20053,NA
20054,NA
20055,NA
20056,NA
20057,NA
20058,NA
20059,NA
20060,NA
20061,NA
20062,NA
20063,NA
20064,NA
20065,NA
20066,NA
20067,NA
20068,NA
20069,NA
20070,NA
20071,NA
20072,NA
20073,NA
20074,NA
20075,NA
20076,NA
20077,NA
20078,NA
20079,NA
20080,NA
20081,NA
20082,NA
20083,NA
20084,NA
20085,NA
20086,NA
20087,NA
20088,NA
20089,NA
20090,NA
20091,NA
20092,NA
20093,NA
20094,NA
20095,NA
20096,NA
20097,NA
20098,NA
20099,NA
20100,NA
20101,NA
20102,NA
20103,NA
20104,NA
20105,NA
20106,NA
20107,NA
20108,NA
20109,NA
20110,"A"
20111,"A"
20112,"A"
20113,"A"
20114,"A"
20115,"A"
20116,"A"
20117,"A"
20118,"A"
20119,NA
20120,NA
20121,NA
20122,NA
20123,NA
20124,NA
20125,NA
20126,NA
20127,NA
20128,NA
20129,NA
20130,NA
20131,NA
20132,NA
20133,NA
20134,NA
20135,NA
20136,NA
20137,NA
20138,NA
20139,NA
20140,NA
20141,NA
20142,NA
20143,NA
20144,NA
20145,NA
20146,NA
20147,NA
20148,NA
20149,NA
20150,NA
20151,NA
20152,NA
20153,NA
20154,NA
20155,NA
20156,NA
20157,NA
20158,NA
20159,NA
20160,NA
20161,NA
20162,NA
20163,NA
20164,NA
20165,NA
20166,NA
20167,NA
20168,NA
20169,NA
20170,NA
20171,NA
20172,NA
20173,NA
20174,NA
20175,NA
20176,NA
20177,NA
20178,NA
20179,NA
20180,NA
20181,NA
20182,NA
20183,NA
20184,NA
20185,NA
20186,"A+"
20187,"A+"
20188,"A+"
20189,NA
20190,NA
20191,NA
20192,NA
20193,NA
20194,NA
20195,NA
20196,NA
20197,NA
20198,NA
20199,NA
20200,NA
20201,NA
20202,NA
20203,"AA+"
20204,"AA+"
20205,"AA+"
20206,"AA+"
20207,NA
20208,NA
20209,NA
20210,NA
20211,NA
20212,NA
20213,NA
20214,NA
20215,NA
20216,NA
20217,NA
20218,NA
20219,NA
20220,NA
20221,NA
20222,NA
20223,NA
20224,NA
20225,NA
20226,NA
20227,NA
20228,NA
20229,NA
20230,NA
20231,NA
20232,NA
20233,NA
20234,NA
20235,NA
20236,NA
20237,NA
20238,NA
20239,NA
20240,NA
20241,NA
20242,"BBB"
20243,"BBB"
20244,NA
20245,NA
20246,"AA+"
20247,"AA+"
20248,"AA+"
20249,"AA+"
20250,NA
20251,NA
20252,NA
20253,NA
20254,NA
20255,NA
20256,NA
20257,NA
20258,NA
20259,NA
20260,NA
20261,NA
20262,NA
20263,NA
20264,NA
20265,NA
20266,NA
20267,NA
20268,NA
20269,NA
20270,NA
20271,NA
20272,NA
20273,NA
20274,NA
20275,NA
20276,NA
20277,NA
20278,NA
20279,NA
20280,NA
20281,NA
20282,NA
20283,NA
20284,NA
20285,NA
20286,NA
20287,NA
20288,NA
20289,NA
20290,NA
20291,NA
20292,NA
20293,NA
20294,NA
20295,NA
20296,NA
20297,NA
20298,NA
20299,NA
20300,"AA+"
20301,"AA+"
20302,"AA+"
20303,NA
20304,"AA+"
20305,"AA+"
20306,"AA+"
20307,"AA+"
20308,"AA+"
20309,"AA+"
20310,"AA+"
20311,"AA+"
20312,"AA+"
20313,"AA+"
20314,"AA+"
20315,"AA+"
20316,"AA+"
20317,NA
20318,NA
